6b2871757cb4c3cea2d83d0f8da0f32d_frame_0002.jpg,273.64114,271.7483,-311.0343,278.02725,264.56555,-296.00934,281.34583,264.78595,-296.05215,283.7344,264.99326,-296.07996,267.5377,265.04346,-295.85886,264.1309,265.65765,-295.8924,260.56958,266.58835,-295.8849,288.3263,270.90845,-193.34299,256.56378,272.60596,-192.18869,281.21313,281.995,-272.3225,268.1289,282.1585,-271.82947,317.99338,326.46155,-125.34806,229.3792,325.01428,-111.773476,372.68997,348.24725,-115.913315,172.23254,345.42575,-88.112854,434.5119,361.70877,-219.0244,115.00486,348.64682,-168.13539,451.9134,364.3681,-236.02875,95.96254,352.83282,-184.62138,453.9843,364.88834,-271.67145,95.957275,351.659,-219.32335,447.83298,365.0888,-237.16458,103.55137,351.44403,-186.37196,292.9275,457.39496,-3.747048,244.2791,454.6981,3.6604948,285.38004,551.08704,54.777237,246.9651,548.06036,15.374594,286.07654,632.73413,219.57623,242.54715,634.54047,160.66502,283.18585,638.1783,228.57103,244.5444,643.4039,167.93195,284.0797,668.2782,106.618164,241.06215,669.70764,45.822235
6b2871757cb4c3cea2d83d0f8da0f32d_frame_0032.jpg,265.53854,264.34445,-290.54285,270.34723,258.1446,-270.1486,273.37326,258.5638,-270.1603,276.5694,258.98306,-270.18768,259.8766,257.7276,-272.0592,255.94554,257.97427,-272.1062,252.5105,258.44815,-272.08762,279.84647,264.73767,-156.54893,248.13373,265.0767,-165.88641,271.69666,274.50085,-249.32146,258.61713,274.2719,-251.94827,311.8736,320.25946,-86.537865,219.55789,318.29218,-110.12909,376.3534,314.24326,-82.17415,159.0013,310.09344,-94.07319,430.4237,300.96204,-174.72035,109.38455,287.13376,-150.26498,450.7989,300.1202,-193.43866,91.60507,286.3611,-168.29681,454.21637,298.78882,-227.50948,92.599075,284.26715,-193.6914,447.27393,299.11057,-195.34712,98.60625,285.2794,-165.14178,283.09293,460.65225,5.908515,233.35168,459.0263,-5.925808,278.5848,559.33295,50.71267,243.65877,560.8198,31.60223,279.03635,640.3061,217.5644,244.3128,650.2712,190.3093,276.70053,647.39954,226.59052,246.37006,658.904,198.80774,280.24356,672.87384,99.0114,242.8307,678.9209,73.78731
6b2871757cb4c3cea2d83d0f8da0f32d_frame_0061.jpg,258.88937,165.03616,-309.52286,261.1867,153.74945,-275.41455,263.92413,154.4214,-275.43915,267.0513,155.15155,-275.579,248.10051,153.04172,-285.22418,242.65451,153.41586,-285.207,236.2354,154.07515,-285.13153,268.42267,163.77997,-120.3076,223.43083,162.9675,-164.8483,263.1966,180.04417,-254.76656,246.85132,179.84315,-267.22385,315.05606,232.52779,-60.883305,180.76057,242.45413,-120.75661,402.81833,198.4076,4.068229,95.06087,217.9796,-205.035,464.33084,163.87135,-19.205141,16.402765,171.31863,-371.33835,486.16153,157.30179,-32.63174,1.6849451,165.26654,-412.61145,487.45258,153.06734,-70.3947,0.20961094,162.03484,-446.96466,479.2919,154.97923,-42.734432,8.32677,166.60574,-396.4683,287.51727,441.53833,0.54489297,214.67717,444.23962,-0.38683718,279.6088,595.7331,55.29822,221.41692,590.00476,54.61487,283.53842,721.7332,228.8605,231.8793,727.88556,220.06897,280.92346,729.61487,235.53978,234.6953,740.04614,226.43549,283.37668,772.2639,67.95754,220.12755,776.7237,68.112206
6b2871757cb4c3cea2d83d0f8da0f32d_frame_0092.jpg,269.10922,167.4351,-459.55597,276.54,157.67337,-430.0724,280.6288,158.39937,-430.01907,284.22095,159.23901,-430.09772,261.09027,156.22928,-433.12747,253.76337,156.66307,-433.1934,247.5693,157.29613,-433.12756,289.09073,170.99422,-279.2386,238.37022,168.60797,-294.8875,277.01636,185.52371,-405.54562,256.6023,184.06775,-409.7153,340.47473,242.3311,-225.53711,186.84209,249.33301,-201.38458,438.47717,231.04996,-230.02405,96.7071,224.51752,-199.30412,529.3561,196.17566,-357.1079,11.841924,171.6548,-302.12192,556.1095,191.94548,-387.66708,-10.707473,169.35056,-331.5578,559.9186,187.71443,-434.70602,-10.578081,162.80424,-372.69608,549.5077,189.6632,-387.06842,-0.5295963,165.19327,-329.30206,291.95782,458.22418,-17.117334,211.94058,459.56223,16.868973,281.14194,613.9353,78.1781,221.92104,609.9589,98.89459,276.03336,750.51245,303.52798,239.46977,754.1541,305.31247,274.88187,761.59033,315.03644,242.34698,769.2287,315.6882,273.9406,798.75745,132.21967,228.11404,800.92267,146.15695
6b2871757cb4c3cea2d83d0f8da0f32d_frame_0119.jpg,282.23822,162.57732,-530.77484,288.9944,151.27484,-501.6448,293.16345,151.7052,-501.5665,297.3464,152.26762,-501.67706,273.22168,151.5755,-505.1772,266.0675,152.54259,-505.26993,259.738,153.77217,-505.22607,302.4114,161.50348,-342.17938,248.15286,162.41309,-362.84174,290.66833,178.38583,-473.69855,270.09836,178.79562,-478.94016,352.58432,246.31851,-264.02216,202.26816,249.91164,-264.17294,459.3231,242.9152,-254.80624,94.86958,235.5297,-265.66028,549.23376,201.38002,-379.2259,9.390032,192.32532,-369.2146,576.978,189.7832,-406.90588,-13.12694,187.335,-396.51022,580.4972,182.89613,-455.89948,-12.216513,182.0878,-435.5457,565.8313,190.31891,-409.51096,-0.62275314,186.80666,-395.10742,322.10916,452.8753,3.5984437,243.90237,457.75,-3.9465423,310.18356,616.7643,97.50371,249.1476,619.64056,50.54931,302.83652,740.05884,354.42273,252.70973,754.0553,283.2787,296.20193,747.86224,368.42853,253.23972,764.0766,295.18652,313.06564,803.92145,181.96454,239.24124,811.3071,107.01638
6b2871757cb4c3cea2d83d0f8da0f32d_frame_0147.jpg,200.57376,120.656494,-533.3838,207.29745,109.03275,-499.8356,212.20064,109.46877,-499.80115,216.45607,109.92972,-499.9919,189.94305,109.99123,-506.86536,182.7088,111.279205,-506.9084,176.39624,112.776115,-506.86417,219.87668,120.32784,-324.5345,164.8786,124.18759,-359.9726,210.10712,137.70596,-471.13632,189.25775,139.32756,-480.8104,274.34888,205.24289,-245.34534,121.19924,208.90932,-243.72687,378.73737,192.62146,-227.53401,14.596713,187.06544,-250.4275,461.7691,163.14734,-347.92188,-48.106544,159.43259,-318.0607,492.37497,156.72787,-381.33405,-60.86692,152.21266,-346.7011,496.1037,152.72604,-433.52887,-56.11855,149.89795,-373.93372,483.99902,156.41739,-379.30945,-38.152306,168.80762,-339.886,248.82048,417.85068,-2.0488582,168.61624,426.21173,1.9183617,246.43044,599.86414,58.330585,175.85127,600.91144,45.26668,247.95596,739.795,294.65167,188.20482,746.8867,262.82617,243.2818,751.2097,304.40497,191.29993,762.03186,270.58643,250.31967,804.83923,83.816666,177.61423,813.7191,62.18062
6b2871757cb4c3cea2d83d0f8da0f32d_frame_0176.jpg,220.76308,173.62985,-282.48193,218.51045,157.6099,-246.25049,221.36737,157.54,-246.22365,224.16888,157.63693,-246.34444,204.86017,158.32034,-264.92343,197.63654,158.97844,-264.92056,190.37898,160.4031,-264.92758,215.5452,167.27563,-73.67344,167.04265,172.69034,-166.56155,224.07037,192.26157,-221.90749,207.52446,195.78561,-247.9559,271.84134,268.73737,15.778899,108.396736,272.18658,-153.73022,375.55328,262.2795,77.82861,3.2498856,253.39822,-197.02142,432.03635,229.93822,22.452227,-26.3876,261.4835,-170.53877,454.09674,223.20161,6.5690584,-30.8827,273.6334,-174.45175,451.99323,216.88646,-34.000595,-15.721518,266.7208,-188.96397,439.11957,221.42569,-2.0989902,-15.701965,264.6269,-179.08496,257.71796,539.9425,69.911514,171.46948,545.6324,-69.751976,251.79492,734.7651,249.20491,178.4829,760.6592,-85.84262,240.00775,880.8252,502.92505,176.71753,930.93915,-30.214535,222.62599,896.3076,517.1008,168.86623,940.8894,-36.4942,283.8821,943.83923,373.38495,224.99362,1009.8336,-255.07292
6b2871757cb4c3cea2d83d0f8da0f32d_frame_0203.jpg,480.24722,52.42298,-80.461754,470.58737,33.616592,-58.52954,469.63034,33.620193,-58.533978,468.628,33.640766,-58.535854,465.62915,32.99449,-101.1451,461.2654,32.566536,-101.21478,456.7892,32.08915,-101.351685,449.37485,40.9025,74.99637,431.05112,37.99301,-121.73711,473.2266,68.000854,-26.005165,468.11932,66.525505,-82.649864,440.60355,139.2063,218.00067,374.7456,116.21838,-210.74751,450.17896,240.06883,426.9583,293.15454,92.993576,-497.95523,489.47565,327.2408,500.58594,205.78958,40.077698,-787.5176,497.1199,346.9003,534.121,161.3415,31.587524,-849.6316,497.86407,343.83765,483.56415,158.7078,25.536003,-855.28424,494.02255,337.05533,480.4148,178.81895,31.474257,-798.9636,442.84357,401.28387,137.45721,420.09656,404.01144,-137.59717,433.7436,583.2871,183.19823,439.34503,599.63403,-122.73424,400.97034,765.3261,279.5387,412.88623,813.5707,-66.67448,378.97665,802.636,280.32175,387.77655,847.23193,-67.82782,464.9874,804.40234,190.15027,494.2172,862.70233,-216.03773
6b2871757cb4c3cea2d83d0f8da0f32d_frame_0233.jpg,350.25793,101.228546,-24.41803,341.34152,82.719124,-1.9209123,339.51773,82.24883,-1.947536,337.75015,81.65605,-2.0368783,338.2057,81.50863,-47.28827,334.26642,80.259186,-47.25457,330.12415,78.91025,-47.225533,312.3206,81.55017,118.84048,303.53506,78.016205,-88.33431,340.75568,113.397644,25.40644,336.7535,112.14629,-34.52268,289.73526,166.25032,227.5828,239.90332,122.23349,-173.28445,281.31177,265.74246,440.62915,174.85213,18.702278,-411.99634,305.05154,329.4612,466.03632,164.86464,-85.689384,-484.11542,310.4266,345.41678,481.95047,154.32796,-109.221756,-518.4879,310.2752,341.14734,434.6197,164.72226,-107.44443,-505.2723,306.7496,334.862,445.23526,168.0402,-96.718285,-481.1201,280.9955,410.20963,129.63162,258.1467,405.9007,-129.44746,263.34576,614.5024,124.50022,264.92953,626.7664,-146.26291,221.45735,806.7276,183.88211,217.28601,835.77374,-145.73203,197.71483,840.5173,180.74745,187.1169,874.8459,-151.2006,296.87134,856.58136,86.61449,297.2853,883.8467,-287.7414
6b2871757cb4c3cea2d83d0f8da0f32d_frame_0259.jpg,331.68872,99.951385,-66.74874,323.55142,81.55008,-42.20766,322.47742,81.38698,-42.26967,321.38907,81.11569,-42.3631,319.25467,81.2592,-81.006424,315.1278,81.03619,-81.00547,310.55316,80.717636,-80.98766,296.81067,85.59592,83.0181,284.56534,84.77955,-93.49242,324.33813,116.95507,-17.9686,318.86832,115.95214,-68.76915,296.7804,182.39218,185.65024,229.1321,150.76424,-172.91066,305.47256,279.47714,364.4218,182.78793,38.333874,-389.4475,332.30362,343.9091,366.90466,165.97151,-79.60298,-431.6665,339.14932,359.07565,374.80893,178.60402,-110.99242,-460.16165,338.72797,355.13663,332.46933,186.08212,-111.43593,-447.2118,333.09302,349.8632,346.19543,189.0658,-98.97194,-430.8233,279.4924,432.8245,112.79142,242.43338,428.62967,-112.530624,262.35815,621.3259,121.5363,257.86423,631.51025,-127.16638,208.52393,796.4284,162.21898,216.06247,836.3403,-130.78719,176.45271,829.338,158.2067,187.8672,871.07874,-136.2879,281.03943,846.6805,76.88633,299.34283,889.07196,-262.4237
